ref,start,word,kind,reason,context_before,context_after
Gen.4.25,33,Weib,gender-agreement,Nominalgruppe regelbasiert angepasst; längere Pronomenbezüge/Satzkongruenz prüfen.,"Und Adam erkannte abermals  sein Weib , und sie gebar einen Sohn  und gab  ihm den Namen Seth ; denn Gott hat  mir einen anderen Samen gesetzt  an Stelle Abels, weil Kain  ihn erschlagen hat.","Und Adam erkannte abermals  seine Frau , und sie gebar einen Sohn  und gab  ihm den Namen Seth ; denn Gott hat  mir einen anderen Samen gesetzt  an Stelle Abels, weil Kain  ihn erschlagen hat."
Gen.5.2,19,Weib,gender-agreement,Nominalgruppe regelbasiert angepasst; längere Pronomenbezüge/Satzkongruenz prüfen.,"
        Mann  und Weib schuf  er sie, und er segnete  sie und gab  ihnen den Namen Mensch , an dem Tage , da sie geschaffen  wurden. -","
        Mann  und Frau schuf  er sie, und er segnete  sie und gab  ihnen den Namen Mensch , an dem Tage , da sie geschaffen  wurden. -"
Gen.6.18,112,Weib,gender-agreement,Nominalgruppe regelbasiert angepasst; längere Pronomenbezüge/Satzkongruenz prüfen.,"Aber mit dir will ich meinen Bund  errichten, und du  sollst in  die Arche gehen , du und deine Söhne  und dein Weib  und die Weiber  deiner Söhne  mit dir.","Aber mit dir will ich meinen Bund  errichten, und du  sollst in  die Arche gehen , du und deine Söhne  und deine Frau  und die Frauen  deiner Söhne  mit dir."
Gen.7.7,36,Weib,gender-agreement,Nominalgruppe regelbasiert angepasst; längere Pronomenbezüge/Satzkongruenz prüfen.,Und Noah  und seine Söhne  und sein Weib  und die Weiber  seiner Söhne  mit ihm gingen in  die Arche vor  den Wassern  der Flut.,Und Noah  und seine Söhne  und seine Frau  und die Frauen  seiner Söhne  mit ihm gingen in  die Arche vor  den Wassern  der Flut.
Gen.7.13,91,Weib,gender-agreement,Nominalgruppe regelbasiert angepasst; längere Pronomenbezüge/Satzkongruenz prüfen.,"An ebendemselben Tage  gingen Noah und Sem  und Ham  und Japhet, die Söhne Noahs , und das Weib Noahs  und die drei Weiber  seiner Söhne  mit ihnen in  die Arche:","An ebendemselben Tage  gingen Noah und Sem  und Ham  und Japhet, die Söhne Noahs , und die Frau Noahs  und die drei Frauen  seiner Söhne  mit ihnen in  die Arche:"
Gen.8.16,33,Weib,gender-agreement,Nominalgruppe regelbasiert angepasst; längere Pronomenbezüge/Satzkongruenz prüfen.,"Gehe aus  der Arche, du und dein Weib  und deine Söhne  und die Weiber  deiner Söhne  mit dir.","Gehe aus  der Arche, du und deine Frau  und deine Söhne  und die Frauen  deiner Söhne  mit dir."
Gen.8.18,48,Weib,gender-agreement,Nominalgruppe regelbasiert angepasst; längere Pronomenbezüge/Satzkongruenz prüfen.,Und Noah ging  hinaus und seine Söhne  und sein Weib  und die Weiber  seiner Söhne  mit ihm.,Und Noah ging  hinaus und seine Söhne  und seine Frau  und die Frauen  seiner Söhne  mit ihm.
Gen.11.9,132,Jehova,divine-name-syntax,Subjekt/Objekt/Anrede ohne eindeutiges Regelsignal; Artikel und Kasus prüfen.,"Darum gab  man ihr den Namen Babel ; denn daselbst verwirrte Jehova  die Sprache  der ganzen Erde , und von  dannen zerstreute  sie Jehova  über die ganze Erde .","Darum gab  man ihr den Namen Babel ; denn daselbst verwirrte der HERR  die Sprache  der ganzen Erde , und von  dannen zerstreute  sie HERR  über die ganze Erde ."
Gen.11.29,57,Weibes,gender-agreement,Nominalgruppe regelbasiert angepasst; längere Pronomenbezüge/Satzkongruenz prüfen.,"Und Abram  und Nahor nahmen  sich Weiber ; der Name  des Weibes Abrams  war Sarai , und der Name  des Weibes Nahors Milka , die Tochter Harans , des Vaters  der Milka  und des Vaters  der Jiska .","Und Abram  und Nahor nahmen  sich Frauen ; der Name  der Frau Abrams  war Sarai , und der Name  der Frau Nahors Milka , die Tochter Harans , des Vaters  der Milka  und des Vaters  der Jiska ."
Gen.11.29,102,Weibes,gender-agreement,Nominalgruppe regelbasiert angepasst; längere Pronomenbezüge/Satzkongruenz prüfen.,"Und Abram  und Nahor nahmen  sich Weiber ; der Name  des Weibes Abrams  war Sarai , und der Name  des Weibes Nahors Milka , die Tochter Harans , des Vaters  der Milka  und des Vaters  der Jiska .","Und Abram  und Nahor nahmen  sich Frauen ; der Name  der Frau Abrams  war Sarai , und der Name  der Frau Nahors Milka , die Tochter Harans , des Vaters  der Milka  und des Vaters  der Jiska ."
Gen.11.31,125,Weib,gender-agreement,Nominalgruppe regelbasiert angepasst; längere Pronomenbezüge/Satzkongruenz prüfen.,"Und Tarah nahm  seinen Sohn Abram  und Lot , den Sohn  Harans, seines Sohnes Sohn , und Sarai , seine Schwiegertochter , das Weib  seines Sohnes Abram ; und sie zogen miteinander aus Ur  in Chaldäa , um in das Land Kanaan  zu gehen ; und sie kamen  bis Haran  und wohnten  daselbst.","Und Tarah nahm  seinen Sohn Abram  und Lot , den Sohn  Harans, seines Sohnes Sohn , und Sarai , seine Schwiegertochter , die Frau  seines Sohnes Abram ; und sie zogen miteinander aus Ur  in Chaldäa , um in das Land Kanaan  zu gehen ; und sie kamen  bis Haran  und wohnten  daselbst."
Gen.12.5,28,Weib,gender-agreement,Nominalgruppe regelbasiert angepasst; längere Pronomenbezüge/Satzkongruenz prüfen.,"Und Abram nahm Sarai , sein Weib , und Lot , seines Bruders Sohn , und alle ihre Habe , die sie erworben, und die Seelen , die sie in Haran  gewonnen hatten , und sie zogen aus , um in das Land Kanaan zu gehen ; und sie kamen  in das Land Kanaan .","Und Abram nahm Sarai , seine Frau , und Lot , seines Bruders Sohn , und alle ihre Habe , die sie erworben, und die Seelen , die sie in Haran  gewonnen hatten , und sie zogen aus , um in das Land Kanaan zu gehen ; und sie kamen  in das Land Kanaan ."
Gen.12.11,98,Weibe,gender-agreement,Nominalgruppe regelbasiert angepasst; längere Pronomenbezüge/Satzkongruenz prüfen.,"Und es geschah, als er  nahe daran war, nach Ägypten  zu kommen , da sprach  er zu Sarai , seinem Weibe : Siehe doch , ich weiß , daß  du ein Weib , schön  von Ansehen , bist;","Und es geschah, als er  nahe daran war, nach Ägypten  zu kommen , da sprach  er zu Sarai , seiner Frau : Siehe doch , ich weiß , dass  du eine Frau , schön  von Ansehen , bist;"
Gen.12.11,142,Weib,gender-agreement,Nominalgruppe regelbasiert angepasst; längere Pronomenbezüge/Satzkongruenz prüfen.,"Und es geschah, als er  nahe daran war, nach Ägypten  zu kommen , da sprach  er zu Sarai , seinem Weibe : Siehe doch , ich weiß , daß  du ein Weib , schön  von Ansehen , bist;","Und es geschah, als er  nahe daran war, nach Ägypten  zu kommen , da sprach  er zu Sarai , seiner Frau : Siehe doch , ich weiß , dass  du eine Frau , schön  von Ansehen , bist;"
Gen.12.12,89,Weib,gender-agreement,Nominalgruppe regelbasiert angepasst; längere Pronomenbezüge/Satzkongruenz prüfen.,"und es wird geschehen, wenn die Ägypter  dich sehen, so werden  sie sagen : Sie ist sein Weib ; und sie werden mich  erschlagen und dich leben lassen .","und es wird geschehen, wenn die Ägypter  dich sehen, so werden  sie sagen : Sie ist seine Frau ; und sie werden mich  erschlagen und dich leben lassen ."
Gen.12.14,78,Weib,gender-agreement,Nominalgruppe regelbasiert angepasst; längere Pronomenbezüge/Satzkongruenz prüfen.,"Und es geschah, als Abram  in Ägypten  ankam, da sahen  die Ägypter , daß das Weib sehr schön war .","Und es geschah, als Abram  in Ägypten  ankam, da sahen  die Ägypter , dass die Frau sehr schön war ."
Gen.12.15,77,Weib,gender-agreement,Nominalgruppe regelbasiert angepasst; längere Pronomenbezüge/Satzkongruenz prüfen.,Und die Fürsten  des Pharao sahen  sie und priesen  sie dem Pharao ; und das Weib  wurde in  das Haus  des Pharao  geholt.,Und die Fürsten  des Pharao sahen  sie und priesen  sie dem Pharao ; und die Frau  wurde in  das Haus  des Pharao  geholt.
Gen.12.17,87,Weibes,gender-agreement,Nominalgruppe regelbasiert angepasst; längere Pronomenbezüge/Satzkongruenz prüfen.,"Und Jehova  schlug den Pharao  und sein Haus  mit großen Plagen um Sarais  willen, des Weibes Abrams .","Und der HERR  schlug den Pharao  und sein Haus  mit großen Plagen um Sarais  willen, der Frau Abrams ."
Gen.12.18,123,Weib,gender-agreement,Nominalgruppe regelbasiert angepasst; längere Pronomenbezüge/Satzkongruenz prüfen.,"Und der Pharao  ließ Abram rufen  und sprach : Was hast du mir  da getan ? Warum hast du mir nicht kundgetan, daß sie dein Weib  ist?","Und der Pharao  ließ Abram rufen  und sprach : Was hast du mir  da getan ? Warum hast du mir nicht kundgetan, dass sie deine Frau  ist?"
Gen.12.19,73,Weibe,gender-agreement,Nominalgruppe regelbasiert angepasst; längere Pronomenbezüge/Satzkongruenz prüfen.,"Warum hast du gesagt : Sie ist  meine Schwester , so daß ich sie mir zum Weibe nahm ? Und nun siehe, da ist dein Weib , nimm sie und gehe  hin.","Warum hast du gesagt : Sie ist  meine Schwester , so dass ich sie mir zur Frau nahm ? Und nun siehe, da ist deine Frau , nimm sie und gehe  hin."
Gen.12.19,113,Weib,gender-agreement,Nominalgruppe regelbasiert angepasst; längere Pronomenbezüge/Satzkongruenz prüfen.,"Warum hast du gesagt : Sie ist  meine Schwester , so daß ich sie mir zum Weibe nahm ? Und nun siehe, da ist dein Weib , nimm sie und gehe  hin.","Warum hast du gesagt : Sie ist  meine Schwester , so dass ich sie mir zur Frau nahm ? Und nun siehe, da ist deine Frau , nimm sie und gehe  hin."
Gen.12.20,77,Weib,gender-agreement,Nominalgruppe regelbasiert angepasst; längere Pronomenbezüge/Satzkongruenz prüfen.,"Und der Pharao  entbot seinetwegen Männer , und sie geleiteten  ihn und sein Weib  und alles, was er hatte .","Und der Pharao  entbot seinetwegen Männer , und sie geleiteten  ihn und seine Frau  und alles, was er hatte ."
Gen.13.1,48,Weib,gender-agreement,Nominalgruppe regelbasiert angepasst; längere Pronomenbezüge/Satzkongruenz prüfen.,"Und Abram zog  herauf aus Ägypten , er und sein Weib  und alles, was er hatte, und Lot  mit ihm, nach dem Süden.","Und Abram zog  herauf aus Ägypten , er und seine Frau  und alles, was er hatte, und Lot  mit ihm, nach dem Süden."
Gen.15.2,26,Jehova,divine-name-syntax,Subjekt/Objekt/Anrede ohne eindeutiges Regelsignal; Artikel und Kasus prüfen.,"Und Abram sprach : Herr , Jehova, was willst du mir geben ? Ich gehe ja kinderlos dahin , und der Erbe meines Hauses , das  ist Elieser  von Damaskus .","Und Abram sprach : Herr , HERR, was willst du mir geben ? Ich gehe ja kinderlos dahin , und der Erbe meines Hauses , das  ist Elieser  von Damaskus ."
Gen.15.8,23,Jehova,divine-name-syntax,Subjekt/Objekt/Anrede ohne eindeutiges Regelsignal; Artikel und Kasus prüfen.,"Und er sprach : Herr , Jehova, woran  soll ich erkennen , daß ich es besitzen  werde?","Und er sprach : Herr , HERR, woran  soll ich erkennen , dass ich es besitzen  werde?"
Gen.16.1,19,Weib,gender-agreement,Nominalgruppe regelbasiert angepasst; längere Pronomenbezüge/Satzkongruenz prüfen.,"Und Sarai , Abrams Weib , gebar  ihm nicht . Und sie hatte  eine ägyptische Magd , und ihr Name  war Hagar .","Und Sarai , Abrams Frau , gebar  ihm nicht . Und sie hatte  eine ägyptische Magd , und ihr Name  war Hagar ."
Gen.16.3,37,Weib,gender-agreement,Nominalgruppe regelbasiert angepasst; längere Pronomenbezüge/Satzkongruenz prüfen.,"
        Und 
        Sarai , Abrams Weib , nahm Hagar , die Ägypterin, ihre Magd , nach  Verlauf von zehn  Jahren, die Abram  im Lande Kanaan  gewohnt hatte, und gab sie Abram , ihrem Manne , ihm zum Weibe .","
        Und 
        Sarai , Abrams Frau , nahm Hagar , die Ägypterin, ihre Magd , nach  Verlauf von zehn  Jahren, die Abram  im Lande Kanaan  gewohnt hatte, und gab sie Abram , ihrem Manne , ihm zur Frau ."
Gen.16.3,201,Weibe,gender-agreement,Nominalgruppe regelbasiert angepasst; längere Pronomenbezüge/Satzkongruenz prüfen.,"
        Und 
        Sarai , Abrams Weib , nahm Hagar , die Ägypterin, ihre Magd , nach  Verlauf von zehn  Jahren, die Abram  im Lande Kanaan  gewohnt hatte, und gab sie Abram , ihrem Manne , ihm zum Weibe .","
        Und 
        Sarai , Abrams Frau , nahm Hagar , die Ägypterin, ihre Magd , nach  Verlauf von zehn  Jahren, die Abram  im Lande Kanaan  gewohnt hatte, und gab sie Abram , ihrem Manne , ihm zur Frau ."
Gen.16.5,137,Schoß,spelling-context,Kontextabhängige Schreibung/modernes Homograph; unverändert prüfen.,"
        Und 
        Sarai 
        sprach  zu Abram : Das Unrecht , das mir widerfährt, fällt auf dich! Ich habe meine Magd  in deinen Schoß gegeben ; und da sie sieht , daß sie schwanger  geworden ist, bin ich gering in ihren Augen . Jehova richte  zwischen mir und dir!","
        Und 
        Sarai 
        sprach  zu Abram : Das Unrecht , das mir widerfährt, fällt auf dich! Ich habe meine Magd  in deinen Schoß gegeben ; und da sie sieht , dass sie schwanger  geworden ist, bin ich gering in ihren Augen . Der HERR richte  zwischen mir und dir!"
Gen.16.13,15,Jehova,divine-name-syntax,Subjekt/Objekt/Anrede ohne eindeutiges Regelsignal; Artikel und Kasus prüfen.,"Da nannte  sie Jehova , der zu ihr redete : Du bist ein Gott , der sich schauen läßt! Denn sie sprach : Habe  ich nicht auch hier  geschaut, nachdem  er sich hat schauen lassen?","Da nannte  sie HERR , der zu ihr redete : Du bist ein Gott , der sich schauen lässt! Denn sie sprach : Habe  ich nicht auch hier  geschaut, nachdem  er sich hat schauen lassen?"
Gen.17.15,43,Weib,gender-agreement,Nominalgruppe regelbasiert angepasst; längere Pronomenbezüge/Satzkongruenz prüfen.,"Und Gott sprach  zu Abraham : Sarai , dein Weib , sollst du nicht Sarai  nennen, sondern Sara  soll ihr Name  sein.","Und Gott sprach  zu Abraham : Sarai , deine Frau , sollst du nicht Sarai  nennen, sondern Sara  soll ihr Name  sein."
Gen.17.19,39,Weib,gender-agreement,Nominalgruppe regelbasiert angepasst; längere Pronomenbezüge/Satzkongruenz prüfen.,"Und Gott sprach : Fürwahr, Sara , dein Weib , wird  dir einen Sohn gebären , und du sollst ihm den Namen Isaak  geben; und ich werde meinen Bund  mit ihm errichten zu einem ewigen Bunde  für seinen Samen nach  ihm.","Und Gott sprach : Fürwahr, Sara , deine Frau , wird  dir einen Sohn gebären , und du sollst ihm den Namen Isaak  geben; und ich werde meinen Bund  mit ihm errichten zu einem ewigen Bunde  für seinen Samen nach  ihm."
Gen.18.9,45,Weib,gender-agreement,Nominalgruppe regelbasiert angepasst; längere Pronomenbezüge/Satzkongruenz prüfen.,"Und sie sprachen zu ihm: Wo  ist Sara , dein Weib ? Und er sprach : Siehe, im Zelte.","Und sie sprachen zu ihm: Wo  ist Sara , deine Frau ? Und er sprach : Siehe, im Zelte."
Gen.18.10,94,Weib,gender-agreement,Nominalgruppe regelbasiert angepasst; längere Pronomenbezüge/Satzkongruenz prüfen.,"Und er sprach : Gewißlich werde  ich übers Jahr wieder  zu dir kommen, und siehe, Sara , dein Weib , wird  einen Sohn  haben. Und Sara  horchte am Eingang  des Zeltes , der hinter  ihm war.","Und er sprach : Gewisslich werde  ich übers Jahr wieder  zu dir kommen, und siehe, Sara , deine Frau , wird  einen Sohn  haben. Und Sara  horchte am Eingang  des Zeltes , der hinter  ihm war."
Gen.19.15,108,Weib,gender-agreement,Nominalgruppe regelbasiert angepasst; längere Pronomenbezüge/Satzkongruenz prüfen.,"Und sowie die Morgenröte  aufging, da drangen die Engel  in Lot  und sprachen : Mache dich auf , nimm  dein Weib  und deine zwei Töchter , die vorhanden sind , damit du nicht  weggerafft werdest in der Ungerechtigkeit  der Stadt !","Und sowie die Morgenröte  aufging, da drangen die Engel  in Lot  und sprachen : Mache dich auf , nimm  deine Frau  und deine zwei Töchter , die vorhanden sind , damit du nicht  weggerafft werdest in der Ungerechtigkeit  der Stadt !"
Gen.19.16,76,Weibes,gender-agreement,Nominalgruppe regelbasiert angepasst; längere Pronomenbezüge/Satzkongruenz prüfen.,"Und als er zögerte, ergriffen  die Männer  seine Hand  und die Hand  seines Weibes  und die Hand  seiner zwei Töchter , weil Jehova  sich seiner erbarmte, und führten ihn hinaus  und ließen ihn außerhalb der Stadt .","Und als er zögerte, ergriffen  die Männer  seine Hand  und die Hand  seiner Frau  und die Hand  seiner zwei Töchter , weil der HERR  sich seiner erbarmte, und führten ihn hinaus  und ließen ihn außerhalb der Stadt ."
Gen.19.26,9,Weib,gender-agreement,Nominalgruppe regelbasiert angepasst; längere Pronomenbezüge/Satzkongruenz prüfen.,Und sein Weib  sah sich hinter  ihm um und ward zu einer Salzsäule .,Und seine Frau  sah sich hinter  ihm um und ward zu einer Salzsäule .
Gen.20.2,36,Weibe,gender-agreement,Nominalgruppe regelbasiert angepasst; längere Pronomenbezüge/Satzkongruenz prüfen.,"Und Abraham sagte von Sara , seinem Weibe : Sie ist  meine Schwester . Da sandte Abimelech , der König  von Gerar , und ließ Sara  holen.","Und Abraham sagte von Sara , seiner Frau : Sie ist  meine Schwester . Da sandte Abimelech , der König  von Gerar , und ließ Sara  holen."
Gen.20.3,111,Weibes,gender-agreement,Nominalgruppe regelbasiert angepasst; längere Pronomenbezüge/Satzkongruenz prüfen.,"Und Gott kam  zu Abimelech  in einem Traume der Nacht  und sprach  zu ihm: Siehe, du bist des Todes  wegen des Weibes , das du genommen hast; denn sie ist  eines Mannes  Eheweib.","Und Gott kam  zu Abimelech  in einem Traume der Nacht  und sprach  zu ihm: Siehe, du bist des Todes  wegen der Frau , die du genommen hast; denn sie ist  eines Mannes  Ehefrau."
Gen.20.3,170,Eheweib,gender-agreement,Nominalgruppe regelbasiert angepasst; längere Pronomenbezüge/Satzkongruenz prüfen.,"Und Gott kam  zu Abimelech  in einem Traume der Nacht  und sprach  zu ihm: Siehe, du bist des Todes  wegen des Weibes , das du genommen hast; denn sie ist  eines Mannes  Eheweib.","Und Gott kam  zu Abimelech  in einem Traume der Nacht  und sprach  zu ihm: Siehe, du bist des Todes  wegen der Frau , die du genommen hast; denn sie ist  eines Mannes  Ehefrau."
Gen.20.7,17,Weib,gender-agreement,Nominalgruppe regelbasiert angepasst; längere Pronomenbezüge/Satzkongruenz prüfen.,"Und nun gib  das Weib  des Mannes  zurück; denn er ist  ein Prophet  und wird für dich bitten , und du wirst am Leben  bleiben. Wenn du sie aber nicht zurückgibst, so wisse , daß du gewißlich sterben  wirst, du und alles, was dein ist!","Und nun gib  die Frau  des Mannes  zurück; denn er ist  ein Prophet  und wird für dich bitten , und du wirst am Leben  bleiben. Wenn du sie aber nicht zurückgibst, so wisse , dass du gewisslich sterben  wirst, du und alles, was dein ist!"
