ref,start,word,kind,reason,context_before,context_after
Gen.12.5,20,Weib,gender-agreement,Nominalgruppe regelbasiert angepasst; längere Pronomenbezüge/Satzkongruenz prüfen.,"Und Abram nahm sein Weib Sarai und Lot, seines Bruders Sohn, samt aller ihrer Habe, die sie erworben, und den Seelen, die sie in Haran gewonnen hatten; und sie zogen aus, um ins Land Kanaan zu gehen.","Und Abram nahm seine Frau Sarai und Lot, seines Bruders Sohn, samt aller ihrer Habe, die sie erworben, und den Seelen, die sie in Haran gewonnen hatten; und sie zogen aus, um ins Land Kanaan zu gehen."
Gen.12.11,53,Weib,gender-agreement,Nominalgruppe regelbasiert angepasst; längere Pronomenbezüge/Satzkongruenz prüfen.,"Und als er sich Ägypten näherte, sprach er zu seinem Weib Sarai: Siehe doch, ich weiß, daß du ein Weib bist von schöner Gestalt.","Und als er sich Ägypten näherte, sprach er zu seiner Frau Sarai: Siehe doch, ich weiß, dass du eine Frau bist von schöner Gestalt."
Gen.12.11,98,Weib,gender-agreement,Nominalgruppe regelbasiert angepasst; längere Pronomenbezüge/Satzkongruenz prüfen.,"Und als er sich Ägypten näherte, sprach er zu seinem Weib Sarai: Siehe doch, ich weiß, daß du ein Weib bist von schöner Gestalt.","Und als er sich Ägypten näherte, sprach er zu seiner Frau Sarai: Siehe doch, ich weiß, dass du eine Frau bist von schöner Gestalt."
Gen.12.12,67,Weib,gender-agreement,Nominalgruppe regelbasiert angepasst; längere Pronomenbezüge/Satzkongruenz prüfen.,"Wenn dich nun die Ägypter sehen, so werden sie sagen: Das ist sein Weib! Und sie werden mich töten und dich leben lassen.","Wenn dich nun die Ägypter sehen, so werden sie sagen: Das ist seine Frau! Und sie werden mich töten und dich leben lassen."
Gen.12.14,54,Weib,gender-agreement,Nominalgruppe regelbasiert angepasst; längere Pronomenbezüge/Satzkongruenz prüfen.,"Als nun Abram nach Ägypten kam, sahen die Ägypter das Weib, daß sie sehr schön war.","Als nun Abram nach Ägypten kam, sahen die Ägypter die Frau, dass sie sehr schön war."
Gen.12.15,99,Weib,gender-agreement,Nominalgruppe regelbasiert angepasst; längere Pronomenbezüge/Satzkongruenz prüfen.,"
        Und als die Fürsten des Pharao sie sahen, priesen sie dieselbe dem Pharao an. Da ward das Weib in Pharaos Haus gebracht.","
        Und als die Fürsten des Pharao sie sahen, priesen sie dieselbe dem Pharao an. Da ward die Frau in Pharaos Haus gebracht."
Gen.12.17,79,Weibes,gender-agreement,Nominalgruppe regelbasiert angepasst; längere Pronomenbezüge/Satzkongruenz prüfen.,"Aber der HERR schlug den Pharao und sein Haus mit großen Plagen um Sarais, des Weibes Abrams, willen.","Aber der HERR schlug den Pharao und sein Haus mit großen Plagen um Sarais, der Frau Abrams, willen."
Gen.12.18,121,Weib,gender-agreement,Nominalgruppe regelbasiert angepasst; längere Pronomenbezüge/Satzkongruenz prüfen.,"Da rief der Pharao den Abram und sprach: Was hast du mir da angerichtet! Warum hast du mir nicht angezeigt, daß sie dein Weib ist?","Da rief der Pharao den Abram und sprach: Was hast du mir da angerichtet! Warum hast du mir nicht angezeigt, dass sie deine Frau ist?"
Gen.12.19,70,Weibe,gender-agreement,Nominalgruppe regelbasiert angepasst; längere Pronomenbezüge/Satzkongruenz prüfen.,"Warum hast du gesagt, sie sei deine Schwester, so daß ich sie mir zum Weibe nehmen wollte? Und nun siehe, da ist dein Weib; nimm sie und geh!","Warum hast du gesagt, sie sei deine Schwester, so dass ich sie mir zur Frau nehmen wollte? Und nun siehe, da ist deine Frau; nimm sie und geh!"
Gen.12.19,118,Weib,gender-agreement,Nominalgruppe regelbasiert angepasst; längere Pronomenbezüge/Satzkongruenz prüfen.,"Warum hast du gesagt, sie sei deine Schwester, so daß ich sie mir zum Weibe nehmen wollte? Und nun siehe, da ist dein Weib; nimm sie und geh!","Warum hast du gesagt, sie sei deine Schwester, so dass ich sie mir zur Frau nehmen wollte? Und nun siehe, da ist deine Frau; nimm sie und geh!"
Gen.12.20,82,Weib,gender-agreement,Nominalgruppe regelbasiert angepasst; längere Pronomenbezüge/Satzkongruenz prüfen.,"
        Und der Pharao bot seinethalben Mannschaft auf, damit sie ihm und seinem Weib und allem, was er hatte, das Geleite gäben.","
        Und der Pharao bot seinethalben Mannschaft auf, damit sie ihm und seiner Frau und allem, was er hatte, das Geleite gäben."
Gen.13.1,25,Weib,gender-agreement,Nominalgruppe regelbasiert angepasst; längere Pronomenbezüge/Satzkongruenz prüfen.,"Und Abram zog mit seinem Weib und mit allem, was er hatte, auch mit Lot, von Ägypten hinauf in das südliche Kanaan.","Und Abram zog mit seiner Frau und mit allem, was er hatte, auch mit Lot, von Ägypten hinauf in das südliche Kanaan."
Gen.16.1,28,Weib,gender-agreement,Nominalgruppe regelbasiert angepasst; längere Pronomenbezüge/Satzkongruenz prüfen.,"
        Sarai aber, Abrams Weib, gebar ihm nicht; aber sie hatte eine ägyptische Magd, die hieß Hagar.","
        Sarai aber, Abrams Frau, gebar ihm nicht; aber sie hatte eine ägyptische Magd, die hieß Hagar."
Gen.16.3,22,Weib,gender-agreement,Nominalgruppe regelbasiert angepasst; längere Pronomenbezüge/Satzkongruenz prüfen.,"Da nahm Sarai, Abrams Weib, ihre ägyptische Magd Hagar, nachdem Abram zehn Jahre lang im Lande Kanaan gewohnt hatte, und gab sie Abram, ihrem Manne, zum Weibe.","Da nahm Sarai, Abrams Frau, ihre ägyptische Magd Hagar, nachdem Abram zehn Jahre lang im Lande Kanaan gewohnt hatte, und gab sie Abram, ihrem Manne, zur Frau."
Gen.16.3,153,Weibe,gender-agreement,Nominalgruppe regelbasiert angepasst; längere Pronomenbezüge/Satzkongruenz prüfen.,"Da nahm Sarai, Abrams Weib, ihre ägyptische Magd Hagar, nachdem Abram zehn Jahre lang im Lande Kanaan gewohnt hatte, und gab sie Abram, ihrem Manne, zum Weibe.","Da nahm Sarai, Abrams Frau, ihre ägyptische Magd Hagar, nachdem Abram zehn Jahre lang im Lande Kanaan gewohnt hatte, und gab sie Abram, ihrem Manne, zur Frau."
Gen.17.15,78,Weib,gender-agreement,Nominalgruppe regelbasiert angepasst; längere Pronomenbezüge/Satzkongruenz prüfen.,"
        Und 
        Gott 
        sprach abermal zu Abraham: Du sollst dein Weib Sarai nicht mehr Sarai nennen, sondern Sarah soll ihr Name sein.","
        Und 
        Gott 
        sprach abermal zu Abraham: Du sollst deine Frau Sarai nicht mehr Sarai nennen, sondern Sarah soll ihr Name sein."
Gen.17.19,42,Weib,gender-agreement,Nominalgruppe regelbasiert angepasst; längere Pronomenbezüge/Satzkongruenz prüfen.,"Da sprach Gott: Nein, sondern Sarah, dein Weib, soll dir einen Sohn gebären, den sollst du Isaak nennen; denn ich will mit ihm einen Bund aufrichten als einen ewigen Bund für seinen Samen nach ihm.","Da sprach Gott: Nein, sondern Sarah, deine Frau, soll dir einen Sohn gebären, den sollst du Isaak nennen; denn ich will mit ihm einen Bund aufrichten als einen ewigen Bund für seinen Samen nach ihm."
Gen.18.9,36,Weib,gender-agreement,Nominalgruppe regelbasiert angepasst; längere Pronomenbezüge/Satzkongruenz prüfen.,Da sprachen sie zu ihm: Wo ist dein Weib Sarah? Er antwortete: Drinnen in der Hütte.,Da sprachen sie zu ihm: Wo ist deine Frau Sarah? Er antwortete: Drinnen in der Hütte.
Gen.18.10,100,Weib,gender-agreement,Nominalgruppe regelbasiert angepasst; längere Pronomenbezüge/Satzkongruenz prüfen.,"Da sprach er: Gewiß will ich um diese Zeit im künftigen Jahre wieder zu dir kommen, und siehe, dein Weib Sarah soll einen Sohn haben! Sarah aber horchte unter der Tür der Hütte, welche hinter ihm war.","Da sprach er: Gewiss will ich um diese Zeit im künftigen Jahre wieder zu dir kommen, und siehe, deine Frau Sarah soll einen Sohn haben! Sarah aber horchte unter der Tür der Hütte, welche hinter ihm war."
Gen.19.15,98,Weib,gender-agreement,Nominalgruppe regelbasiert angepasst; längere Pronomenbezüge/Satzkongruenz prüfen.,"Da nun die Morgenröte aufging, hießen die Engel Lot eilen und sprachen: Mache dich auf, nimm dein Weib und deine beiden Töchter, die vorhanden sind, damit du nicht in der Missetat dieser Stadt umkommest!","Da nun die Morgenröte aufging, hießen die Engel Lot eilen und sprachen: Mache dich auf, nimm deine Frau und deine beiden Töchter, die vorhanden sind, damit du nicht in der Missetat dieser Stadt umkommest!"
Gen.19.16,54,Weib,gender-agreement,Nominalgruppe regelbasiert angepasst; längere Pronomenbezüge/Satzkongruenz prüfen.,"Als er aber verzog, ergriffen die Männer ihn und sein Weib und seine beiden Töchter bei der Hand, weil der HERR ihn verschonen wollte, und führten ihn hinaus und ließen ihn draußen vor der Stadt.","Als er aber verzog, ergriffen die Männer ihn und seine Frau und seine beiden Töchter bei der Hand, weil der HERR ihn verschonen wollte, und führten ihn hinaus und ließen ihn draußen vor der Stadt."
Gen.19.26,9,Weib,gender-agreement,Nominalgruppe regelbasiert angepasst; längere Pronomenbezüge/Satzkongruenz prüfen.,Und sein Weib sah hinter sich und ward zur Salzsäule.,Und seine Frau sah hinter sich und ward zur Salzsäule.
Gen.20.2,66,Weibe,gender-agreement,Nominalgruppe regelbasiert angepasst; längere Pronomenbezüge/Satzkongruenz prüfen.,"
        Und 
        Abraham 
        sprach 
        von seinem Weibe Sarah: Sie ist meine Schwester. Da ließ Abimelech, der König zu Gerar, Sarah holen.","
        Und 
        Abraham 
        sprach 
        von seiner Frau Sarah: Sie ist meine Schwester. Da ließ Abimelech, der König zu Gerar, Sarah holen."
Gen.20.3,101,Weibes,gender-agreement,Nominalgruppe regelbasiert angepasst; längere Pronomenbezüge/Satzkongruenz prüfen.,"Aber Gott kam des Nachts im Traum zu Abimelech und sprach zu ihm: Siehe da, du bist des Todes um des Weibes willen, das du genommen hast; denn sie ist eines Mannes Eheweib!","Aber Gott kam des Nachts im Traum zu Abimelech und sprach zu ihm: Siehe da, du bist des Todes um der Frau willen, das du genommen hast; denn sie ist eines Mannes Ehefrau!"
Gen.20.3,164,Eheweib,gender-agreement,Nominalgruppe regelbasiert angepasst; längere Pronomenbezüge/Satzkongruenz prüfen.,"Aber Gott kam des Nachts im Traum zu Abimelech und sprach zu ihm: Siehe da, du bist des Todes um des Weibes willen, das du genommen hast; denn sie ist eines Mannes Eheweib!","Aber Gott kam des Nachts im Traum zu Abimelech und sprach zu ihm: Siehe da, du bist des Todes um der Frau willen, das du genommen hast; denn sie ist eines Mannes Ehefrau!"
Gen.20.7,26,Weib,gender-agreement,Nominalgruppe regelbasiert angepasst; längere Pronomenbezüge/Satzkongruenz prüfen.,"So gib nun dem Manne sein Weib wieder, denn er ist ein Prophet; und er soll für dich bitten, so wirst du am Leben bleiben; wenn du sie aber nicht zurückgibst, so wisse, daß du gewiß sterben mußt samt allem, was dein ist!","So gib nun dem Manne seine Frau wieder, denn er ist ein Prophet; und er soll für dich bitten, so wirst du am Leben bleiben; wenn du sie aber nicht zurückgibst, so wisse, dass du gewiss sterben musst samt allem, was dein ist!"
Gen.20.11,128,Weibes,gender-agreement,Nominalgruppe regelbasiert angepasst; längere Pronomenbezüge/Satzkongruenz prüfen.,"
        Abraham 
        sprach: Weil ich dachte: Es ist gar keine Gottesfurcht an diesem Ort, darum werden sie mich um meines Weibes willen erwürgen.","
        Abraham 
        sprach: Weil ich dachte: Es ist gar keine Gottesfurcht an diesem Ort, darum werden sie mich um meiner Frau willen erwürgen."
Gen.20.12,128,Weib,gender-agreement,Nominalgruppe regelbasiert angepasst; längere Pronomenbezüge/Satzkongruenz prüfen.,"Auch ist sie wahrhaftig meine Schwester; denn sie ist meines Vaters Tochter, aber nicht meiner Mutter Tochter, und sie ist mein Weib geworden.","Auch ist sie wahrhaftig meine Schwester; denn sie ist meines Vaters Tochter, aber nicht meiner Mutter Tochter, und sie ist meine Frau geworden."
Gen.20.14,133,Weib,gender-agreement,Nominalgruppe regelbasiert angepasst; längere Pronomenbezüge/Satzkongruenz prüfen.,"
        Da 
        nahm 
        Abimelech 
        Schafe und Rinder, Knechte und Mägde und schenkte sie Abraham und gab ihm sein Weib Sarah zurück.","
        Da 
        nahm 
        Abimelech 
        Schafe und Rinder, Knechte und Mägde und schenkte sie Abraham und gab ihm seine Frau Sarah zurück."
Gen.20.17,85,Weib,gender-agreement,Nominalgruppe regelbasiert angepasst; längere Pronomenbezüge/Satzkongruenz prüfen.,"
        Abraham aber legte Fürbitte ein bei Gott. Da heilte Gott Abimelech und sein Weib und seine Mägde, daß sie gebaren.","
        Abraham aber legte Fürbitte ein bei Gott. Da heilte Gott Abimelech und seine Frau und seine Mägde, dass sie gebaren."
Gen.20.18,97,Weibes,gender-agreement,Nominalgruppe regelbasiert angepasst; längere Pronomenbezüge/Satzkongruenz prüfen.,"Denn der HERR hatte zuvor jeden Mutterleib im Hause Abimelechs fest verschlossen, um Sarahs, des Weibes Abrahams willen.","Denn der HERR hatte zuvor jeden Mutterleib im Hause Abimelechs fest verschlossen, um Sarahs, der Frau Abrahams willen."
Gen.21.21,64,Weib,gender-agreement,Nominalgruppe regelbasiert angepasst; längere Pronomenbezüge/Satzkongruenz prüfen.,"Und er wohnte in der Wüste Paran, und seine Mutter nahm ihm ein Weib aus Ägypten.","Und er wohnte in der Wüste Paran, und seine Mutter nahm ihm eine Frau aus Ägypten."
Gen.22.24,9,Kebsweib,spelling-context,Kontextabhängige Schreibung/modernes Homograph; unverändert prüfen.,"Und sein Kebsweib mit Namen Rehuma, gebar auch, nämlich Tebach, Gaham, Tachasch und Maacha.","Und sein Kebsweib mit Namen Rehuma, gebar auch, nämlich Tebach, Gaham, Tachasch und Maacha."
Gen.23.19,66,Weib,gender-agreement,Nominalgruppe regelbasiert angepasst; längere Pronomenbezüge/Satzkongruenz prüfen.,"
        Darnach 
        begrub 
        Abraham die Sarah, sein Weib, in der Höhle des Ackers Machpelah, Mamre gegenüber, zu Hebron, im Lande Kanaan.","
        Darnach 
        begrub 
        Abraham die Sarah, seine Frau, in der Höhle des Ackers Machpelah, Mamre gegenüber, zu Hebron, im Lande Kanaan."
Gen.24.3,103,Weib,gender-agreement,Nominalgruppe regelbasiert angepasst; längere Pronomenbezüge/Satzkongruenz prüfen.,"daß ich dich schwören lasse bei dem HERRN, dem Gott des Himmels und der Erde, daß du meinem Sohne kein Weib nehmest von den Töchtern der Kanaaniter, unter welchen ich wohne,","dass ich dich schwören lasse bei dem HERRN, dem Gott des Himmels und der Erde, dass du meinem Sohne keine Frau nehmest von den Töchtern der Kanaaniter, unter welchen ich wohne,"
Gen.24.4,96,Weib,gender-agreement,Nominalgruppe regelbasiert angepasst; längere Pronomenbezüge/Satzkongruenz prüfen.,sondern daß du in mein Vaterland und zu meiner Verwandtschaft ziehest und meinem Sohn Isaak ein Weib nehmest.,sondern dass du in mein Vaterland und zu meiner Verwandtschaft ziehest und meinem Sohn Isaak eine Frau nehmest.
Gen.24.5,61,Weib,gender-agreement,Nominalgruppe regelbasiert angepasst; längere Pronomenbezüge/Satzkongruenz prüfen.,"
        Da 
        sprach der Knecht zu ihm: Wie? wenn das Weib mir nicht in dieses Land folgen wollte, soll ich alsdann deinen Sohn wieder in das Land zurückbringen, daraus du gezogen bist?","
        Da 
        sprach der Knecht zu ihm: Wie? wenn die Frau mir nicht in dieses Land folgen wollte, soll ich alsdann deinen Sohn wieder in das Land zurückbringen, daraus du gezogen bist?"
Gen.24.7,283,Weib,gender-agreement,Nominalgruppe regelbasiert angepasst; längere Pronomenbezüge/Satzkongruenz prüfen.,"Der HERR, der Gott des Himmels, der mich von meines Vaters Hause und aus dem Lande meiner Geburt genommen und mit mir geredet und mir auch geschworen und gesagt hat: »Dieses Land will ich deinem Samen geben«, der wird seinen Engel vor dir her senden, daß du meinem Sohn von dort ein Weib nehmest.","Der HERR, der Gott des Himmels, der mich von meines Vaters Hause und aus dem Lande meiner Geburt genommen und mit mir geredet und mir auch geschworen und gesagt hat: »Dieses Land will ich deinem Samen geben«, der wird seinen Engel vor dir her senden, dass du meinem Sohn von dort eine Frau nehmest."
Gen.24.8,9,Weib,gender-agreement,Nominalgruppe regelbasiert angepasst; längere Pronomenbezüge/Satzkongruenz prüfen.,"Wenn das Weib dir aber nicht folgen will, so bist du entbunden von dem Eid, den du mir geschworen hast; nur bring meinen Sohn nicht wieder dorthin!","Wenn die Frau dir aber nicht folgen will, so bist du entbunden von dem Eid, den du mir geschworen hast; nur bring meinen Sohn nicht wieder dorthin!"
