ref,start,word,kind,reason,context_before,context_after
Gen.3.13,28,Weibe,gender-agreement,Nominalgruppe regelbasiert angepasst; längere Pronomenbezüge/Satzkongruenz prüfen.,"Da sprach Gott der HErr zum Weibe: Warum hast du das getan? Das Weib sprach: Die Schlange betrog mich also, dass ich aß.","Da sprach Gott der HERR zur Frau: Warum hast du das getan? Die Frau sprach: Die Schlange betrog mich also, dass ich aß."
Gen.3.13,64,Weib,gender-agreement,Nominalgruppe regelbasiert angepasst; längere Pronomenbezüge/Satzkongruenz prüfen.,"Da sprach Gott der HErr zum Weibe: Warum hast du das getan? Das Weib sprach: Die Schlange betrog mich also, dass ich aß.","Da sprach Gott der HERR zur Frau: Warum hast du das getan? Die Frau sprach: Die Schlange betrog mich also, dass ich aß."
Gen.3.15,53,Weibe,gender-agreement,Nominalgruppe regelbasiert angepasst; längere Pronomenbezüge/Satzkongruenz prüfen.,"Und ich will Feindschaft setzen zwischen dir und dem Weibe und zwischen deinem Samen und ihrem Samen. Derselbe soll dir den Kopf zertreten, und du wirst ihn in die Ferse stechen.","Und ich will Feindschaft setzen zwischen dir und der Frau und zwischen deinem Samen und ihrem Samen. Derselbe soll dir den Kopf zertreten, und du wirst ihn in die Ferse stechen."
Gen.3.16,8,Weibe,gender-agreement,Nominalgruppe regelbasiert angepasst; längere Pronomenbezüge/Satzkongruenz prüfen.,"Und zum Weibe sprach er: Ich will dir viel Schmerzen schaffen, wenn du schwanger wirst; du sollst mit Schmerzen Kinder gebären; und dein Verlangen soll nach deinem Manne sein, und er soll dein Herr sein.","Und zur Frau sprach er: Ich will dir viel Schmerzen schaffen, wenn du schwanger wirst; du sollst mit Schmerzen Kinder gebären; und dein Verlangen soll nach deinem Manne sein, und er soll dein Herr sein."
Gen.3.17,66,Weibes,gender-agreement,Nominalgruppe regelbasiert angepasst; längere Pronomenbezüge/Satzkongruenz prüfen.,"Und zu Adam sprach er: Dieweil du hast gehorcht der Stimme deines Weibes und hast gegessen von dem Baum, davon ich dir gebot und sprach: Du sollst nicht davon essen, – verflucht sei der Acker um deinetwillen, mit Kummer sollst du dich darauf nähren dein Leben lang.","Und zu Adam sprach er: Dieweil du hast gehorcht der Stimme deiner Frau und hast gegessen von dem Baum, davon ich dir gebot und sprach: Du sollst nicht davon essen, – verflucht sei der Acker um deinetwillen, mit Kummer sollst du dich darauf nähren dein Leben lang."
Gen.3.20,19,Weib,gender-agreement,Nominalgruppe regelbasiert angepasst; längere Pronomenbezüge/Satzkongruenz prüfen.,"Und Adam hieß sein Weib Eva, darum dass sie eine Mutter ist aller Lebendigen.","Und Adam hieß seine Frau Eva, darum dass sie eine Mutter ist aller Lebendigen."
Gen.3.21,41,Weibe,gender-agreement,Nominalgruppe regelbasiert angepasst; längere Pronomenbezüge/Satzkongruenz prüfen.,Und Gott der HErr machte Adam und seinem Weibe Röcke von Fellen und kleidete sie.,Und Gott der HERR machte Adam und seiner Frau Röcke von Fellen und kleidete sie.
Gen.4.1,23,Weib,gender-agreement,Nominalgruppe regelbasiert angepasst; längere Pronomenbezüge/Satzkongruenz prüfen.,"Und Adam erkannte sein Weib Eva, und sie ward schwanger und gebar den Kain und sprach: Ich habe einen Mann gewonnen mit dem HErrn.","Und Adam erkannte seine Frau Eva, und sie ward schwanger und gebar den Kain und sprach: Ich habe einen Mann gewonnen mit dem HERRN."
Gen.4.17,23,Weib,gender-agreement,Nominalgruppe regelbasiert angepasst; längere Pronomenbezüge/Satzkongruenz prüfen.,"Und Kain erkannte sein Weib, die ward schwanger und gebar den Henoch. Und er baute eine Stadt, die nannte er nach seines Sohnes Namen Henoch.","Und Kain erkannte seine Frau, die ward schwanger und gebar den Henoch. Und er baute eine Stadt, die nannte er nach seines Sohnes Namen Henoch."
Gen.4.25,28,Weib,gender-agreement,Nominalgruppe regelbasiert angepasst; längere Pronomenbezüge/Satzkongruenz prüfen.,"Adam erkannte abermals sein Weib, und sie gebar einen Sohn, den hieß sie Seth; denn Gott hat mir, sprach sie, einen anderen Samen gesetzt für Abel, den Kain erwürgt hat.","Adam erkannte abermals seine Frau, und sie gebar einen Sohn, den hieß sie Seth; denn Gott hat mir, sprach sie, einen anderen Samen gesetzt für Abel, den Kain erwürgt hat."
Gen.5.2,33,Weib,gender-agreement,Nominalgruppe regelbasiert angepasst; längere Pronomenbezüge/Satzkongruenz prüfen.,"und schuf sie einen Mann und ein Weib und segnete sie und hieß ihren Namen Mensch zur Zeit, da sie geschaffen wurden.","und schuf sie einen Mann und eine Frau und segnete sie und hieß ihren Namen Mensch zur Zeit, da sie geschaffen wurden."
Gen.6.18,109,Weibe,gender-agreement,Nominalgruppe regelbasiert angepasst; längere Pronomenbezüge/Satzkongruenz prüfen.,"Aber mit dir will ich einen Bund aufrichten; und du sollst in den Kasten gehen mit deinen Söhnen, mit deinem Weibe und mit deiner Söhne Weibern.","Aber mit dir will ich einen Bund aufrichten; und du sollst in den Kasten gehen mit deinen Söhnen, mit deiner Frau und mit deiner Söhne Frauen."
Gen.7.7,52,Weibe,gender-agreement,Nominalgruppe regelbasiert angepasst; längere Pronomenbezüge/Satzkongruenz prüfen.,"Und er ging in den Kasten mit seinen Söhnen, seinem Weibe und seiner Söhne Weibern vor dem Gewässer der Sintflut.","Und er ging in den Kasten mit seinen Söhnen, seiner Frau und seiner Söhne Frauen vor dem Gewässer der Sintflut."
Gen.7.13,100,Weibe,gender-agreement,Nominalgruppe regelbasiert angepasst; längere Pronomenbezüge/Satzkongruenz prüfen.,"Eben am selben Tage ging Noah in den Kasten mit Sem, Ham und Japheth, seinen Söhnen, und mit seinem Weibe und seiner Söhne drei Weibern,","Eben am selben Tage ging Noah in den Kasten mit Sem, Ham und Japheth, seinen Söhnen, und mit seiner Frau und seiner Söhne drei Frauen,"
Gen.8.16,33,Weib,gender-agreement,Nominalgruppe regelbasiert angepasst; längere Pronomenbezüge/Satzkongruenz prüfen.,"Gehe aus dem Kasten, du und dein Weib, deine Söhne und deiner Söhne Weiber mit dir.","Gehe aus dem Kasten, du und deine Frau, deine Söhne und deiner Söhne Frauen mit dir."
Gen.8.18,51,Weibe,gender-agreement,Nominalgruppe regelbasiert angepasst; längere Pronomenbezüge/Satzkongruenz prüfen.,"Also ging Noah heraus mit seinen Söhnen und seinem Weibe und seiner Söhne Weibern,","Also ging Noah heraus mit seinen Söhnen und seiner Frau und seiner Söhne Frauen,"
Gen.11.29,41,Weib,gender-agreement,Nominalgruppe regelbasiert angepasst; längere Pronomenbezüge/Satzkongruenz prüfen.,"Da nahmen Abram und Nahor Weiber. Abrams Weib hieß Sarai, und Nahors Weib Milka, Harans Tochter, der ein Vater war der Milka und der Jiska.","Da nahmen Abram und Nahor Frauen. Abrams Frau hieß Sarai, und Nahors Frau Milka, Harans Tochter, der ein Vater war der Milka und der Jiska."
Gen.11.29,69,Weib,gender-agreement,Nominalgruppe regelbasiert angepasst; längere Pronomenbezüge/Satzkongruenz prüfen.,"Da nahmen Abram und Nahor Weiber. Abrams Weib hieß Sarai, und Nahors Weib Milka, Harans Tochter, der ein Vater war der Milka und der Jiska.","Da nahmen Abram und Nahor Frauen. Abrams Frau hieß Sarai, und Nahors Frau Milka, Harans Tochter, der ein Vater war der Milka und der Jiska."
Gen.11.31,123,Weib,gender-agreement,Nominalgruppe regelbasiert angepasst; längere Pronomenbezüge/Satzkongruenz prüfen.,"Da nahm Tharah seinen Sohn Abram und Lot, seines Sohnes Harans Sohn, und seine Schwiegertochter Sarai, seines Sohnes Abram Weib, und führte sie aus Ur in Chaldäa, dass er ins Land Kanaan zöge; und sie kamen gen Haran und wohnten daselbst.","Da nahm Tharah seinen Sohn Abram und Lot, seines Sohnes Harans Sohn, und seine Schwiegertochter Sarai, seines Sohnes Abram Frau, und führte sie aus Ur in Chaldäa, dass er ins Land Kanaan zöge; und sie kamen gen Haran und wohnten daselbst."
Gen.12.5,21,Weib,gender-agreement,Nominalgruppe regelbasiert angepasst; längere Pronomenbezüge/Satzkongruenz prüfen.,"Also nahm Abram sein Weib Sarai und Lot, seines Bruders Sohn, mit aller ihrer Habe, die sie gewonnen hatten, und die Seelen, die sie erworben hatten in Haran; und zogen aus, zu reisen in das Land Kanaan. Und als sie gekommen waren in dasselbe Land,","Also nahm Abram seine Frau Sarai und Lot, seines Bruders Sohn, mit aller ihrer Habe, die sie gewonnen hatten, und die Seelen, die sie erworben hatten in Haran; und zogen aus, zu reisen in das Land Kanaan. Und als sie gekommen waren in dasselbe Land,"
Gen.12.11,51,Weib,gender-agreement,Nominalgruppe regelbasiert angepasst; längere Pronomenbezüge/Satzkongruenz prüfen.,"Und da er nahe an Ägypten kam, sprach er zu seinem Weib Sarai: Siehe, ich weiß, dass du ein schönes Weib von Angesicht bist.","Und da er nahe an Ägypten kam, sprach er zu seiner Frau Sarai: Siehe, ich weiß, dass du eine schöne Frau von Angesicht bist."
Gen.12.11,100,Weib,gender-agreement,Nominalgruppe regelbasiert angepasst; längere Pronomenbezüge/Satzkongruenz prüfen.,"Und da er nahe an Ägypten kam, sprach er zu seinem Weib Sarai: Siehe, ich weiß, dass du ein schönes Weib von Angesicht bist.","Und da er nahe an Ägypten kam, sprach er zu seiner Frau Sarai: Siehe, ich weiß, dass du eine schöne Frau von Angesicht bist."
Gen.12.12,74,Weib,gender-agreement,Nominalgruppe regelbasiert angepasst; längere Pronomenbezüge/Satzkongruenz prüfen.,"Wenn dich nun die Ägypter sehen werden, so werden sie sagen: Das ist sein Weib, – und werden mich erwürgen, und dich leben lassen.","Wenn dich nun die Ägypter sehen werden, so werden sie sagen: Das ist seine Frau, – und werden mich erwürgen, und dich leben lassen."
Gen.12.14,54,Weib,gender-agreement,Nominalgruppe regelbasiert angepasst; längere Pronomenbezüge/Satzkongruenz prüfen.,"Als nun Abram nach Ägypten kam, sahen die Ägypter das Weib, dass sie sehr schön war.","Als nun Abram nach Ägypten kam, sahen die Ägypter die Frau, dass sie sehr schön war."
Gen.12.17,82,Weibes,gender-agreement,Nominalgruppe regelbasiert angepasst; längere Pronomenbezüge/Satzkongruenz prüfen.,"Aber der HErr plagte den Pharao mit großen Plagen und sein Haus um Sarais, Abrams Weibes, willen.","Aber der HERR plagte den Pharao mit großen Plagen und sein Haus um Sarais, Abrams Frau, willen."
Gen.12.18,121,Weib,gender-agreement,Nominalgruppe regelbasiert angepasst; längere Pronomenbezüge/Satzkongruenz prüfen.,"Da rief Pharao Abram zu sich und sprach zu ihm: Warum hast du mir das getan? Warum sagtest du mir's nicht, dass sie dein Weib wäre?","Da rief Pharao Abram zu sich und sprach zu ihm: Warum hast du mir das getan? Warum sagtest du mir's nicht, dass sie deine Frau wäre?"
Gen.12.19,76,Weibe,gender-agreement,Nominalgruppe regelbasiert angepasst; längere Pronomenbezüge/Satzkongruenz prüfen.,"Warum sprachst du denn, sie wäre deine Schwester? Derhalben ich sie mir zum Weibe nehmen wollte. Und nun siehe, da hast du dein Weib; nimm sie und ziehe hin.","Warum sprachst du denn, sie wäre deine Schwester? Derhalben ich sie mir zur Frau nehmen wollte. Und nun siehe, da hast du deine Frau; nimm sie und ziehe hin."
Gen.12.19,128,Weib,gender-agreement,Nominalgruppe regelbasiert angepasst; längere Pronomenbezüge/Satzkongruenz prüfen.,"Warum sprachst du denn, sie wäre deine Schwester? Derhalben ich sie mir zum Weibe nehmen wollte. Und nun siehe, da hast du dein Weib; nimm sie und ziehe hin.","Warum sprachst du denn, sie wäre deine Schwester? Derhalben ich sie mir zur Frau nehmen wollte. Und nun siehe, da hast du deine Frau; nimm sie und ziehe hin."
Gen.12.20,75,Weib,gender-agreement,Nominalgruppe regelbasiert angepasst; längere Pronomenbezüge/Satzkongruenz prüfen.,"Und Pharao befahl seinen Leuten über ihm, dass sie ihn geleiteten und sein Weib und alles, was er hatte.","Und Pharao befahl seinen Leuten über ihm, dass sie ihn geleiteten und seine Frau und alles, was er hatte."
Gen.13.1,45,Weibe,gender-agreement,Nominalgruppe regelbasiert angepasst; längere Pronomenbezüge/Satzkongruenz prüfen.,"Also zog Abram herauf aus Ägypten mit seinem Weibe und mit allem, was er hatte, und Lot auch mit ihm, ins Mittagsland.","Also zog Abram herauf aus Ägypten mit seiner Frau und mit allem, was er hatte, und Lot auch mit ihm, ins Mittagsland."
Gen.16.1,14,Weib,gender-agreement,Nominalgruppe regelbasiert angepasst; längere Pronomenbezüge/Satzkongruenz prüfen.,"Sarai, Abrams Weib, gebar ihm kein Kind. Sie hatte eine ägyptische Magd, die hieß Hagar.","Sarai, Abrams Frau, gebar ihm kein Kind. Sie hatte eine ägyptische Magd, die hieß Hagar."
Gen.16.3,22,Weib,gender-agreement,Nominalgruppe regelbasiert angepasst; längere Pronomenbezüge/Satzkongruenz prüfen.,"Da nahm Sarai, Abrams Weib, ihre ägyptische Magd, Hagar, und gab sie Abram, ihrem Mann, zum Weibe, nachdem sie zehn Jahre im Lande Kanaan gewohnt hatten.","Da nahm Sarai, Abrams Frau, ihre ägyptische Magd, Hagar, und gab sie Abram, ihrem Mann, zur Frau, nachdem sie zehn Jahre im Lande Kanaan gewohnt hatten."
Gen.16.3,92,Weibe,gender-agreement,Nominalgruppe regelbasiert angepasst; längere Pronomenbezüge/Satzkongruenz prüfen.,"Da nahm Sarai, Abrams Weib, ihre ägyptische Magd, Hagar, und gab sie Abram, ihrem Mann, zum Weibe, nachdem sie zehn Jahre im Lande Kanaan gewohnt hatten.","Da nahm Sarai, Abrams Frau, ihre ägyptische Magd, Hagar, und gab sie Abram, ihrem Mann, zur Frau, nachdem sie zehn Jahre im Lande Kanaan gewohnt hatten."
Gen.17.15,52,Weib,gender-agreement,Nominalgruppe regelbasiert angepasst; längere Pronomenbezüge/Satzkongruenz prüfen.,"Und Gott sprach abermals zu Abraham: Du sollst dein Weib Sarai nicht mehr Sarai heißen, sondern Sara soll ihr Name sein.","Und Gott sprach abermals zu Abraham: Du sollst deine Frau Sarai nicht mehr Sarai heißen, sondern Sara soll ihr Name sein."
Gen.17.19,31,Weib,gender-agreement,Nominalgruppe regelbasiert angepasst; längere Pronomenbezüge/Satzkongruenz prüfen.,"Da sprach Gott: Ja, Sara, dein Weib, soll dir einen Sohn gebären, den sollst du Isaak heißen; denn mit ihm will ich meinen ewigen Bund aufrichten und mit seinem Samen nach ihm.","Da sprach Gott: Ja, Sara, deine Frau, soll dir einen Sohn gebären, den sollst du Isaak heißen; denn mit ihm will ich meinen ewigen Bund aufrichten und mit seinem Samen nach ihm."
Gen.18.9,36,Weib,gender-agreement,Nominalgruppe regelbasiert angepasst; längere Pronomenbezüge/Satzkongruenz prüfen.,Da sprachen sie zu ihm: Wo ist dein Weib Sara? Er antwortete: Drinnen in der Hütte.,Da sprachen sie zu ihm: Wo ist deine Frau Sara? Er antwortete: Drinnen in der Hütte.
Gen.18.10,85,Weib,gender-agreement,Nominalgruppe regelbasiert angepasst; längere Pronomenbezüge/Satzkongruenz prüfen.,"Da sprach er: Ich will wieder zu dir kommen über ein Jahr; siehe, so soll Sara, dein Weib, einen Sohn haben. Das hörte Sara hinter ihm, hinter der Tür der Hütte.","Da sprach er: Ich will wieder zu dir kommen über ein Jahr; siehe, so soll Sara, deine Frau, einen Sohn haben. Das hörte Sara hinter ihm, hinter der Tür der Hütte."
Gen.19.15,102,Weib,gender-agreement,Nominalgruppe regelbasiert angepasst; längere Pronomenbezüge/Satzkongruenz prüfen.,"Da nun die Morgenröte aufging, hießen die Engel den Lot eilen und sprachen: Mache dich auf, nimm dein Weib und deine zwei Töchter, die vorhanden sind, dass du nicht auch umkommst in der Missetat dieser Stadt.","Da nun die Morgenröte aufging, hießen die Engel den Lot eilen und sprachen: Mache dich auf, nimm deine Frau und deine zwei Töchter, die vorhanden sind, dass du nicht auch umkommst in der Missetat dieser Stadt."
Gen.19.16,53,Weib,gender-agreement,Nominalgruppe regelbasiert angepasst; längere Pronomenbezüge/Satzkongruenz prüfen.,"Da er aber verzog, ergriffen die Männer ihn und sein Weib und seine zwei Töchter bei der Hand, darum dass der HErr ihn verschonte, und führten ihn hinaus und ließen ihn draußen vor der Stadt.","Da er aber verzog, ergriffen die Männer ihn und seine Frau und seine zwei Töchter bei der Hand, darum dass der HERR ihn verschonte, und führten ihn hinaus und ließen ihn draußen vor der Stadt."
Gen.19.26,9,Weib,gender-agreement,Nominalgruppe regelbasiert angepasst; längere Pronomenbezüge/Satzkongruenz prüfen.,Und sein Weib sah hinter sich und ward zur Salzsäule.,Und seine Frau sah hinter sich und ward zur Salzsäule.
Gen.20.2,26,Weibe,gender-agreement,Nominalgruppe regelbasiert angepasst; längere Pronomenbezüge/Satzkongruenz prüfen.,"Er sprach aber von seinem Weibe Sara: Es ist meine Schwester. Da sandte Abimelech, der König zu Gerar, nach ihr und ließ sie holen.","Er sprach aber von seiner Frau Sara: Es ist meine Schwester. Da sandte Abimelech, der König zu Gerar, nach ihr und ließ sie holen."
Gen.20.3,101,Weibes,gender-agreement,Nominalgruppe regelbasiert angepasst; längere Pronomenbezüge/Satzkongruenz prüfen.,"Aber Gott kam zu Abimelech des Nachts im Traum und sprach zu ihm: Siehe da, du bist des Todes um des Weibes willen, das du genommen hast; denn sie ist eines Mannes Eheweib.","Aber Gott kam zu Abimelech des Nachts im Traum und sprach zu ihm: Siehe da, du bist des Todes um der Frau willen, das du genommen hast; denn sie ist eines Mannes Ehefrau."
Gen.20.3,164,Eheweib,gender-agreement,Nominalgruppe regelbasiert angepasst; längere Pronomenbezüge/Satzkongruenz prüfen.,"Aber Gott kam zu Abimelech des Nachts im Traum und sprach zu ihm: Siehe da, du bist des Todes um des Weibes willen, das du genommen hast; denn sie ist eines Mannes Eheweib.","Aber Gott kam zu Abimelech des Nachts im Traum und sprach zu ihm: Siehe da, du bist des Todes um der Frau willen, das du genommen hast; denn sie ist eines Mannes Ehefrau."
Gen.20.7,26,Weib,gender-agreement,Nominalgruppe regelbasiert angepasst; längere Pronomenbezüge/Satzkongruenz prüfen.,"So gib nun dem Manne sein Weib wieder, denn er ist ein Prophet; und lass ihn für dich bitten, so wirst du lebendig bleiben. Wo du sie aber nicht wiedergibst, so wisse, dass du des Todes sterben musst und alles, was dein ist.","So gib nun dem Manne seine Frau wieder, denn er ist ein Prophet; und lass ihn für dich bitten, so wirst du lebendig bleiben. Wo du sie aber nicht wiedergibst, so wisse, dass du des Todes sterben musst und alles, was dein ist."
Gen.20.11,108,Weibes,gender-agreement,Nominalgruppe regelbasiert angepasst; längere Pronomenbezüge/Satzkongruenz prüfen.,"Abraham sprach: Ich dachte, vielleicht ist keine Gottesfurcht an diesem Orte, und sie werden mich um meines Weibes willen erwürgen.","Abraham sprach: Ich dachte, vielleicht ist keine Gottesfurcht an diesem Orte, und sie werden mich um meiner Frau willen erwürgen."
Gen.20.12,124,Weib,gender-agreement,Nominalgruppe regelbasiert angepasst; längere Pronomenbezüge/Satzkongruenz prüfen.,"Auch ist sie wahrhaftig meine Schwester; denn sie ist meines Vaters Tochter, aber nicht meiner Mutter Tochter, und ist mein Weib geworden.","Auch ist sie wahrhaftig meine Schwester; denn sie ist meines Vaters Tochter, aber nicht meiner Mutter Tochter, und ist meine Frau geworden."
Gen.20.14,99,Weib,gender-agreement,Nominalgruppe regelbasiert angepasst; längere Pronomenbezüge/Satzkongruenz prüfen.,"Da nahm Abimelech Schafe und Rinder, Knechte und Mägde und gab sie Abraham und gab ihm wieder sein Weib Sara","Da nahm Abimelech Schafe und Rinder, Knechte und Mägde und gab sie Abraham und gab ihm wieder seine Frau Sara"
Gen.20.17,63,Weib,gender-agreement,Nominalgruppe regelbasiert angepasst; längere Pronomenbezüge/Satzkongruenz prüfen.,"Abraham aber betete zu Gott; da heilte Gott Abimelech und sein Weib und seine Mägde, dass sie Kinder gebaren.","Abraham aber betete zu Gott; da heilte Gott Abimelech und seine Frau und seine Mägde, dass sie Kinder gebaren."
Gen.20.18,97,Weibes,gender-agreement,Nominalgruppe regelbasiert angepasst; längere Pronomenbezüge/Satzkongruenz prüfen.,"Denn der HErr hatte zuvor hart verschlossen alle Mütter des Hauses Abimelechs um Saras, Abrahams Weibes, willen.","Denn der HERR hatte zuvor hart verschlossen alle Mütter des Hauses Abimelechs um Saras, Abrahams Frau, willen."
Gen.21.21,65,Weib,gender-agreement,Nominalgruppe regelbasiert angepasst; längere Pronomenbezüge/Satzkongruenz prüfen.,"Und er wohnte in der Wüste Pharan, und seine Mutter nahm ihm ein Weib aus Ägyptenland.","Und er wohnte in der Wüste Pharan, und seine Mutter nahm ihm eine Frau aus Ägyptenland."
Gen.22.24,9,Kebsweib,spelling-context,Kontextabhängige Schreibung/modernes Homograph; unverändert prüfen.,"Und sein Kebsweib, mit Namen Rehuma, gebar auch, nämlich den Tebah, Gaham, Thahas und Maacha.","Und sein Kebsweib, mit Namen Rehuma, gebar auch, nämlich den Tebah, Gaham, Thahas und Maacha."
Gen.23.9,99,soviel,spelling-context,Kontextabhängige Schreibung/modernes Homograph; unverändert prüfen.,"dass er mir gebe seine zwiefache Höhle, die er hat am Ende seines Ackers; er gebe sie mir um Geld, soviel sie wert ist, unter euch zum Erbbegräbnis.","dass er mir gebe seine zwiefache Höhle, die er hat am Ende seines Ackers; er gebe sie mir um Geld, soviel sie wert ist, unter euch zum Erbbegräbnis."
Gen.23.19,34,Weib,gender-agreement,Nominalgruppe regelbasiert angepasst; längere Pronomenbezüge/Satzkongruenz prüfen.,"Darnach begrub Abraham Sara, sein Weib, in der Höhle des Ackers, die zwiefach ist, Mamre gegenüber, das ist Hebron, im Lande Kanaan.","Darnach begrub Abraham Sara, seine Frau, in der Höhle des Ackers, die zwiefach ist, Mamre gegenüber, das ist Hebron, im Lande Kanaan."
Gen.24.3,91,Weib,gender-agreement,Nominalgruppe regelbasiert angepasst; längere Pronomenbezüge/Satzkongruenz prüfen.,"und schwöre mir bei dem HErrn, dem Gott des Himmels und der Erde, dass du meinem Sohn kein Weib nehmest von den Töchtern der Kanaaniter, unter welchen ich wohne,","und schwöre mir bei dem HERRN, dem Gott des Himmels und der Erde, dass du meinem Sohn keine Frau nehmest von den Töchtern der Kanaaniter, unter welchen ich wohne,"
Gen.24.4,103,Weib,gender-agreement,Nominalgruppe regelbasiert angepasst; längere Pronomenbezüge/Satzkongruenz prüfen.,sondern dass du ziehest in mein Vaterland und zu meiner Freundschaft und nehmest meinem Sohn Isaak ein Weib.,sondern dass du ziehest in mein Vaterland und zu meiner Freundschaft und nehmest meinem Sohn Isaak eine Frau.
Gen.24.5,33,Weib,gender-agreement,Nominalgruppe regelbasiert angepasst; längere Pronomenbezüge/Satzkongruenz prüfen.,"Der Knecht sprach: Wie, wenn das Weib mir nicht wollte folgen in dieses Land, soll ich dann deinen Sohn wiederbringen in jenes Land, daraus du gezogen bist?","Der Knecht sprach: Wie, wenn die Frau mir nicht wollte folgen in dieses Land, soll ich dann deinen Sohn wiederbringen in jenes Land, daraus du gezogen bist?"
Gen.24.7,279,Weib,gender-agreement,Nominalgruppe regelbasiert angepasst; längere Pronomenbezüge/Satzkongruenz prüfen.,"Der HErr, der Gott des Himmels, der mich von meines Vaters Hause genommen hat und von meiner Heimat, der mir geredet hat und mir auch geschworen hat und gesagt: Dieses Land will ich deinem Samen geben, – der wird seinen Engel vor dir her senden, dass du meinem Sohn daselbst ein Weib nehmest.","Der HERR, der Gott des Himmels, der mich von meines Vaters Hause genommen hat und von meiner Heimat, der mir geredet hat und mir auch geschworen hat und gesagt: Dieses Land will ich deinem Samen geben, – der wird seinen Engel vor dir her senden, dass du meinem Sohn daselbst eine Frau nehmest."
Gen.24.8,12,Weib,gender-agreement,Nominalgruppe regelbasiert angepasst; längere Pronomenbezüge/Satzkongruenz prüfen.,"So aber das Weib dir nicht folgen will, so bist du dieses Eides quitt. Allein bringe meinen Sohn nicht wieder dorthin.","So aber die Frau dir nicht folgen will, so bist du dieses Eides quitt. Allein bringe meinen Sohn nicht wieder dorthin."
